smiles,pIC50
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCC(O)CO)c4ccc(OC(F)F)cc34,5.38
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCN4CC(C4)C#N)c5ccc(OC(F)F)cc35,6.38
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCN4CCOCC4)c5ccc(OC(F)F)cc35,5.84
CC(C)(C)NC(=O)c1c[nH]c2ncc(nc12)c3nn(CCCS(=O)(=O)C)c4ccc(OC(F)F)cc34,6.37
CC(C)(C)NC(=O)n1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccc5OCOc5c4)c6cc(ccc16)C(F)(F)F,5.33
CC(C)(C)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F,5.96
CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,5.12
CC(C)(C)OC(=O)N1CC(C1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O,4.96
CC(C)(C)OC(=O)N1CCC(CC1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O,4.85
CC(C)(C)OC(=O)NCCCN(Cc1cncn1Cc2ccc(cc2)C#N)[C@H]3CCN(Cc4ccccc4)C3=O,6.96
CC(C)(C)OCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,5.90
CC(C)(C)OC[C@H]1N(CCNC1=O)C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F,4.10
CC(C)(C)Oc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,5.26
CC(C)(C)Oc1cccc2nc(N)nc(N)c12,4.69
CC(C)(C)[C@H](N)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(F)ccc3F,5.82
CC(C)(C)[C@H](NC(=O)OCCO)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(F)ccc3F,4.60
CC(C)(C)[C@H](O)C(=O)N1CC(=C[C@H]1c2cccc(O)c2)c3cc(F)ccc3F,5.11
CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3,4.87
CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4Cl)C3,5.00
CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4F)C3,4.52
CC(C)(C)c1[nH]c2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,5.13
CC(C)(C)c1c[nH]c(n1)C2Cc3c([nH]c4ccccc34)C(N2)C5CCOCC5,5.53
CC(C)(C)c1cc(C(=O)Nc2nc(CN)cs2)n(Cc3ccccc3)n1,5.43
CC(C)(C)c1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(c1O)C(C)(C)C,8.00
CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc(c1)C(C)(C)C,7.00
CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc(c1O)C(C)(C)C,7.00
CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(c1)C(C)(C)C,6.34
CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(c1O)C(C)(C)C,6.06
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)NCC2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4,5.55
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)NC[C@@H]2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4,5.70
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)NC[C@H]2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4,5.30
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2,6.60
CC(C)(C)c1ccc(CNC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1,5.74
CC(C)(C)c1ccc(NC(=O)N2CCN(CC2)c3ncccc3Cl)cc1,6.00
CC(C)(C)c1ccc(cc1)C(=O)NCC2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4,6.09
CC(C)(C)c1ccc(cc1)N2CCN(CCN3Cc4ccccc4C3)C2=O,6.00
CC(C)(C)c1ccc2c(ccn2c3ccc(F)cc3)c1,5.00
CC(C)(C)c1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1,5.90
CC(C)(C)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,5.20
CC(C)(C)c1nnc(s1)c2nn(c3ccccc3Cl)c(c2Cn4cncn4)c5ccc(Br)cc5,4.98
CC(C)(C)c1onc(NC(=O)c2cnc3cc(Oc4ncnc5CNCc45)ccn23)c1,5.04
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCCc45)ccc23)c1,5.15
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)ccc23)c1,4.63
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)cnc23)c1,5.24
CC(C)(C)c1onc(NC(=O)n2ccc3ccc(Oc4ncnc5CNCc45)cc23)c1,4.68
CC(C)(C)c1onc(NC(=O)n2ccc3nc(Oc4ncnc5CNCc45)ccc23)c1,4.59
CC(C)(C)c1onc(NC(=O)n2ncc3cc(Oc4ncnc5CNCc45)ccc23)c1,5.11
CC(C)(C)n1cc2OC3(CCN(CC3)C(=O)c4ccc5[nH]ncc5c4)CC(=O)c2n1,4.47
CC(C)(C)n1ncc2CC3(CCN(CC3)C(=O)c4ccc5[nH]ncc5c4)CC(=O)c12,4.68
CC(C)(C)n1nnc2CC(CCc12)n3cnc(n3)c4ccc(F)cc4,5.20
CC(C)(CC(O)(Cc1cc2cc(ncc2[nH]1)N3CCOCC3)C(F)(F)F)c4ccccc4S(=O)(=O)C,4.70
CC(C)(CN)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(F)ccc3F,5.66
CC(C)(CN1CCC(=C2c3ccc(F)cc3COc4ccccc24)CC1)C(=O)O,5.00
CC(C)(CNC(=O)N1CCC(CC1)c2onc(n2)c3ccc4ccccc4n3)N5CCOCC5,4.55
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccc(CCC(=O)O)cc3,7.41
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccc(CCC(=O)O)cc3C#N,7.49
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccccc3C#N,8.49
CC(C)(Cc1ccccn1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O,5.37
CC(C)(N)C(=O)N1CCn2c(C1)nc(c2Nc3ccc(Cl)c(F)c3)c4ccc(F)cc4,5.25
CC(C)(N)C(=O)N1CCn2c(C1)nc(c2Nc3ccc(F)c(F)c3)c4ccc(F)cc4,5.32
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4,5.64
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)cc4,5.32
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3cccc(F)c3)c2Nc4ccc(F)cc4,5.24
CC(C)(N)C(=O)N1CCn2c(Nc3ccc(F)cc3)c(nc2C1(C)C)c4ccc(F)cc4,4.66
CC(C)(N)c1nc(c[nH]1)c2ccc(OC(F)(F)F)cc2,5.66
CC(C)(N)c1nc(c[nH]1)c2cccc(OC(F)(F)F)c2,5.05
CC(C)(N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4,8.33
CC(C)(NCc1cc(c(F)cc1F)[C@]2(C)CCSC(=N2)N)C(F)(F)F,4.95
CC(C)(O)C(=O)N1CCC(CCN2CCC(CC2)N(C(=O)NCc3ccc(cc3)C#N)c4cccc(F)c4)(CC1)c5cccc(F)c5,5.00
CC(C)(O)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4,6.42
CC(C)(O)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4,5.18
CC(C)(O)C(Cl)(Cl)Cl,2.36
CC(C)(O)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,5.15
CC(C)(O)COCc1cccc(Nc2sc(cc2C(=O)N)c3c(F)cc(cc3F)C(C)(C)O)n1,4.92
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cc(Cl)ncn3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,6.73
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3ccc(F)cc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,7.27
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,4.71
CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cncnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,6.07
CC(C)(O)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F,5.92
CC(C)(O)c1ccc(c[n+]1[O-])C#Cc2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,4.05
CC(C)(O)c1ccc(c[n+]1[O-])c2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,4.30
CC(C)(O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,6.34
CC(C)(O)c1ccc(cc1)c2cc(C(=O)N)c(Nc3cccc(CN4CCOCC4)n3)s2,5.85
CC(C)(O)c1ccc(cn1)c2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,4.44
CC(C)(O)c1nc2cc(Cl)ccc2n1[C@@H]3CC[C@@H](CC3)NCC4Cc5ccc(Cl)cc5C4,6.38
CC(C)(O)c1nc2cc(Cl)ccc2n1[C@@H]3CC[C@@H](CC3)NC[C@H]4Cc5ccc(cc5C4)C#N,7.22
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2,4.40
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]2CCNC2,4.61
CC(C)C(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3,5.52
CC(C)C(=O)N1CCC[C@H](C1)c2nc(c3ccc(cc3F)C(=O)Nc4cc(ccn4)C(F)(F)F)c5c(N)nccn25,5.55
CC(C)C(=O)N1CCO[C@H](C1)c2nc(c3ccc(cc3F)C(=O)Nc4cc(ccn4)C(F)(F)F)c5c(N)nccn25,4.82
CC(C)C(=O)N1CCc2c(C1)nc(C)n2[C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5cccc(F)c5,4.92
CC(C)C(=O)NCc1cnc(C(F)F)c(c1)C(=O)Nc2nc(C)c([nH]2)c3ccc(cc3)C(F)(F)F,7.08
CC(C)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(=O)O)c3ccc(Br)cc3,5.63
CC(C)C(Cn1ccnc1)NC(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,4.68
CC(C)C(N1CCOCC1)C(O)(c2cccnc2)c3cccnc3,4.12
CC(C)C1(C(=C(N)Oc2n[nH]c(C)c12)C#N)c3cc(cc(c3)C(F)(F)F)c4cccnc4,4.54
CC(C)C1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3,5.41
CC(C)CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,5.46
CC(C)CC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)N(C)C(C)C,5.57
CC(C)CN(CC(C)C)c1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,5.02
CC(C)CN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc2ccc(NS(=O)(=O)C)cc2,6.14
CC(C)CN(CCc1ccc(Cl)cc1)C2CCN(CC2)c3nc(N)n[nH]3,5.40
CC(C)CN([C@H]1CCNC1)C(=O)c2cc(Cl)ccc2Cl,4.70
CC(C)CN([C@H]1CCNC1)C(=O)c2ccc(Cl)c(Cl)c2,4.76
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2C,4.28
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2Cl,4.70
CC(C)CN([C@H]1CCNC1)C(=O)c2cccc(c2Cl)C(F)(F)F,5.39
CC(C)CN([C@H]1CCNC1)C(=O)c2ccccc2C(C)C,4.89
CC(C)CN([C@H]1CCNC1)C(=O)c2ccccc2Oc3ccccc3,5.97
CC(C)CN([C@H]1CCNC1)C(=O)c2ccccc2c3ccccc3,5.84
CC(C)CN1CCC(CC1)c2ccccc2Oc3ncccc3NC(=O)Nc4ccc(OC(F)(F)F)cc4,5.22
CC(C)CN1CCC(CNC(=O)c2cc(Cl)c(N)n3cc(C)nc23)CC1,5.59
CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc4ccccc4C(C)(C)C)c(F)c2)CC1,5.43
CC(C)CNC(=O)C1=CN(c2cccc(Br)c2)c3ncccc3C1=O,4.50
CC(C)CNC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,5.50
CC(C)CNCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3,5.62
CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N,4.28
CC(C)CNc1nc(ncc1C(=O)NCc2ccccc2)N3CCN(CC4CCCOC4)CC3,6.24
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,6.48
CC(C)CO\N=C\COc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1F,6.35
CC(C)COc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C,6.15
CC(C)COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,4.64
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncn4,4.92
CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)c4ccc(cc4)C(F)(F)F,5.68
CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCNCC3)c4ccc(cc4)C(F)(F)F,5.85
CC(C)C[C@H](CN)Nc1cc(Nc2cccc(n2)C(C)(C)C)c(nn1)C(=O)N,5.40
CC(C)Cc1cc(CNS(=O)(=O)c2ccc(CCc3ccccc3)cc2)nn1c4ccccc4,5.06
CC(C)Cc1cc(CNS(=O)(=O)c2ccc(Cc3ccccc3)cc2)nn1c4ccccc4,5.18
CC(C)Cc1cc(CNS(=O)(=O)c2cccc(F)c2)nn1c3ccccc3,4.84
CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1c4ccc(F)cc4,5.80
CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1c4ccccc4,5.33
CC(C)Cc1cc(CNS(=O)(=O)c2ccccc2)nn1c3ccccc3,4.68
CC(C)Cc1cc(cc(COCC2(CCN(C)CC2)c3ccc(F)cc3)n1)C(F)(F)F,4.92
CC(C)Cc1cc(nn1c2ccccc2)C(=O)NCC3(CCN(CC4=Cc5ccccc5OC4(C)C)CC3)C#N,5.33
CC(C)Cc1cc(nn1c2ccccc2)C(=O)NCC3(CCN(CCc4ccccc4)CC3)C#N,5.80
CC(C)Cc1cc(nn1c2ccccc2)C(=O)NCC3(CCN(Cc4ccccc4C(F)(F)F)CC3)C#N,5.32
CC(C)Cn1c2ccc(Nc3ncccn3)cc2c4c5CNC(=O)c5c6c(CCc7nn(C)cc67)c14,4.70
CC(C)N(C(C)C)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,5.17
CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)C(C)C)C1)N2CC[C@H](NC(=O)c3cccc(c3)C(C)(C)C)C2=O,4.11
CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccc(C)cc2)C1)N3CC[C@H](NC(=O)c4cccc(c4)C(F)(F)F)C3=O,5.52
CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cc(F)cc(c4)C(F)(F)F)C3=O,4.66
CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)C3=O,5.40
CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC[C@H](NC(=O)c4cccc(c4)C(F)(F)F)C3=O,4.52
CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@H](CCc3ccccc3)C1,5.80
CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@H](COc3ccccc3)C1,5.28
CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,4.29
CC(C)N(CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3)C(C)C,8.37
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,7.77
CC(C)N(CCc1c(C)nn2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3,5.00
CC(C)N(CCc1c(nn2ccccc12)c3ccccc3)Cc4ccc(\C=C\C(=O)NO)cc4,5.09
CC(C)N(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3,5.23
CC(C)N1C(=O)c2ccccc2N=C1c3ccc(OCCCN4CCCCC4)cc3,5.52
CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1,5.46
CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5cccc(Cl)c5)C1,5.00
CC(C)N1CCCC(CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5cccc(c5)C#N)C1,4.66
CC(C)N1CCCC(CN2C(=O)c3sc(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1,5.68
CC(C)N1CCCC1CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4,4.77
CC(C)N1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.89
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(Cl)cc4F)nc3C2=O)C)C1,5.89
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)c5cccnc45)nc3C2=O)C)C1,6.89
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)cc3C2=O)C)C1,5.79
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(F)cc4)nc3C2=O)C)C1,5.49
CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc5OCOc5c4)nc3C2=O)C)C1,4.87
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(Cl)cc4F)cc3C2=O)C)C1,6.89
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(F)c5cccnc45)cc3C2=O)C)C1,5.02
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(F)cc4)cc3C2=O)C)C1,5.89
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc5ncsc5c4)cc3C2=O)C)C1,5.62
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4cccc5cccnc45)cc3C2=O)C)C1,4.60
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(Br)cc4F)cc3C2=O)C)C1,5.89
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(Cl)cc4F)nc3C2=O)C)C1,4.48
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)c5cccnc45)nc3C2=O)C)C1,4.48
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)cc4)cc3C2=O)C)C1,5.51
CC(C)N1CCC[C@H](CN2C(=Nc3ncc(Oc4ccc(F)cc4)nc3C2=O)C)C1,4.79
CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1,5.06
CC(C)N1CCN(CC1)C(=C)N(C)Cc2ccc(cc2)c3ccccc3,5.09
CC(C)N1CCN(CC1)C(=O)N2CCC(=CC2)c3ccccc3,4.65
CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)C(=O)N3CC4CCC(CC4)C3,3.94
CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)C(=O)OC(C)(C)C,4.00
CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)C(C)(C)C,4.17
CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)NC(=O)C3CCCC3,3.81
CC(C)N1CCN(CC1)C(=O)N2CCC(CC2)c3ccccc3,4.28
CC(C)N1CCN(CC1)C(=O)N2CCC(Cc3ccccc3)CC2,4.42
CC(C)N1CCN(CC1)C(=O)N2CCc3ccccc3C2,3.94
CC(C)N1CCN(CC1)C(=O)N2Cc3ccccc3C2,4.71
CC(C)N1CCN(CCN2CCN(C2=O)c3ccc(F)c(c3)C#N)CC1,4.80
CC(C)N1CCN(CCN2CCN(C2=O)c3cccc(Cl)c3)CC1,5.20
CC(C)N1CCN(CCN2CCN(C2=O)c3cccc(Cl)c3F)CC1,4.70
CC(C)N1CCN(CCN2CCN(C2=O)c3cccc(OC(F)(F)F)c3)CC1,5.80
CC(C)N1CCN(CCN2CCN(C2=O)c3cccc(c3)C#N)CC1,4.90
CC(C)N1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,5.15
CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,4.72
CC(C)N1CCN[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.25
CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,4.41
CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.20
CC(C)N1CC[C@H](C1)N(C)C(=O)c2ccc(cc2)n3c(C)nc4ccccc34,4.35
CC(C)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,4.92
CC(C)N1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3cccc(NS(=O)(=O)C)c3,5.20
CC(C)N1Cc2cc(ccc2C1=O)c3onc(c3)c4ccc(Cl)nc4,4.40
CC(C)N1Cc2cc(ccc2C1=O)c3onc(c3C)c4ccc(F)cc4F,5.97
CC(C)N1Cc2cc3CCN(CCCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2C1=O,5.40
CC(C)N1Cc2cc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2C1=O,5.40
CC(C)N1Cc2cc3CCN(CCc3cc2C1=O)C(C)CCSc4nnc(c5cccc6nc(C)ccc56)n4C,5.60
CC(C)N1N=C(OC1=O)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,4.55
CC(C)NC(=O)C1=CN(c2cccc(Br)c2)c3ncccc3C1=O,4.50
CC(C)NC(=O)C1=CN(c2cccc(c2)c3ccc(cc3)C(=O)C)c4ncccc4C1=O,5.05
CC(C)NC(=O)C1=CN(c2cccc(c2)c3ccc(cc3)S(=O)(=O)C)c4ncccc4C1=O,4.64
CC(C)NC(=O)C1=CN(c2cccc(c2)c3cccc(c3)C(=O)C)c4ncccc4C1=O,5.16
CC(C)NC(=O)C1=CN(c2ccccc2)c3ncccc3C1=O,4.15
CC(C)NC(=O)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,4.58
CC(C)NC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,5.21
CC(C)NCc1nn(c(c1C)c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl,7.64
CC(C)NS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F,4.89
CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c3ccccc23)C(=O)c4ccc(OCCCN5CCOCC5)cc4,5.24
CC(C)OC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1,5.56
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc3c2cnn3c4ccc(cc4F)S(=O)(=O)C,5.52
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4,4.50
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(Cl)cn4,4.80
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(F)cn4,4.60
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(cn4)C#N,4.90
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccccn4,4.20
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(Cl)cn4,4.20
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(F)cn4,4.10
CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(cn4)C#N,4.30
CC(C)Oc1cc(C2CCN(C)CC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,5.47
CC(C)Oc1cc(C2CCN(CC2)C(=O)CN(C)C)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,4.61
CC(C)Oc1cc(C2CCN(CCO)CC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,5.58
CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3,4.63
